u,v
484078469,480792905
484078469,353834536
484078469,484078463
484078470,353834537
484078470,484078452
484078470,484078433
484078485,484078494
484078485,1039119051
484078485,1039117500
484078494,353834502
484078494,484078485
484078494,353834494
484078499,6699194734
484078499,1245062431
484078499,484078433
484078506,1761864382
484078506,480793145
484078506,2633519187
484162776,1430650624
484162776,410410138
484162777,836039225
484162777,411693842
484162777,1430650624
484162867,1419769256
484162867,410410139
484756687,771643619
484756687,771643928
484756687,2753170984
484756689,617022651
484756689,617108048
484756689,615443406
484756689,2888453200
484756691,288473100
484756691,616635369
484756691,615443393
484756695,518394345
484756695,2034062068
484756695,768378193
484756695,2348887877
484756742,484756748
484756742,1636434562
484756742,410244578
484756748,484756754
484756748,1768304148
484756748,484756742
484756754,2084903580
484756754,484756756
484756754,484756748
484756756,484756768
484756756,410246347
484756756,484756754
484756768,484756756
485549925,485549930
485549925,472823047
485549930,472791423
485549931,485549930
485549931,4299674118
485567802,410375825
485567802,873829632
486030298,453025677
486030298,410576415
494771505,1941039998
494771505,353856002
494771505,494771775
494771577,494771791
494771577,494771578
494771577,943165330
494771578,2131874830
494771578,494771577
494771578,3593936169
494771604,494771606
494771604,943165338
494771604,658507652
494771605,353855731
494771605,494771606
494771605,494771791
494771606,658507656
494771606,494771604
494771606,494771605
494771606,494771779
494771775,2140975143
494771775,494771505
494771775,943165339
494771779,494771792
494771779,943165332
494771779,494771606
494771791,494771577
494771791,494771792
494771791,494771605
494771792,494771791
494771792,494771779
494771792,494771795
494771795,943165332
494771795,943165330
494771795,494771792
494771803,472887375
494771804,472887295
494771812,242921676
494771812,472887295
494771812,1438124889
496176404,410374849
496176404,697306154
496176404,697311055
500683903,584605009
500683903,731804599
500683903,610221048
501554447,501554449
501554447,1694052657
501554447,1694052763
501554449,501554447
501554449,533703405
501554449,1835060683
513558944,3053038113
513558944,3053038115
513558944,513570597
513570597,6203340486
513570597,513558944
513570597,2295559692
518394345,768377581
518394345,484756695
518394345,768377465
533703405,1835060683
533703405,697306145
533703405,501554449
537519756,2155776115
537519756,2468405937
537519756,1952301688
537521180,411688873
537521180,411688642
537521189,1952301695
537521189,644576185
537521189,1455806933
537521196,410804866
537521196,410807492
537521196,612933786
582400629,582401009
582400977,582401009
582401009,582400629
582401009,956662800
582401009,582400977
584605009,500683903
584605009,720547231
585138606,2368672816
585138606,345590856
585138606,586416960
586358509,959107086
586358509,305553632
586358509,586416976
586358520,959107080
586358520,586358509
586358520,586417018
586416960,586416980
586416960,585138606
586416960,345589652
586416976,586416980
586416976,586416990
586416976,586358509
586416980,586416976
586416980,586416960
586416980,7675861760
586416990,586416976
586416990,586417018
586416990,345590856
586417018,586417123
586417018,586358520
586417018,586416990
586417123,586417018
589891138,259826161
589891138,1081919426
589891138,1755642453
589891371,1623302962
589891371,6832110020
589891371,1313803583
590036754,599173363
590036754,312981497
590036754,590055549
590055536,590055592
590055536,590055550
590055549,590055550
590055549,595530921
590055549,590036754
590055550,590055549
590055550,590055536
590055592,590055604
590055592,590055536
590055592,927668065
590055604,312981395
590055604,590055592
590055604,595530921
592262664,592262694
592262694,592262722
592262694,592262722
592262694,592262664
592262722,592262694
592262722,592262694
592262722,592262759
592262758,592262759
592262758,10926699397
592262758,592262763
592262759,1805823609
592262759,592262758
592262759,592262722
592262763,592262802
592262763,592262758
592262763,595691479
592262802,1805823609
592262802,592262763
592262802,2115205324
594879365,1952356973
594879597,604316056
594879597,746996627
594879597,410821485
594879604,594879663
594879663,1360203747
594879663,594879727
594879663,594879604
594879727,594879663
594879727,2420565803
594879727,2315478234
595530921,595530930
595530921,590055549
595530921,590055604
595530930,6939724605
595530930,595530921
595530930,599173360
595530930,599173363
595530940,746912397
595530980,746912428
595530980,746912411
595530980,1729930721
595531035,411691085
595531035,410242452
595531035,1387429087
595574435,595574454
595574435,1741918194
595574435,630507222
595574438,210326483
595574448,1002221835
595574448,595574438
595574454,887772528
595574454,595574435
595574454,178263732
595574468,2074396938
595574468,2705219697
595574468,1026002678
595574470,595574514
595574470,595574515
595574470,1026003273
595574470,1026003273
595574507,595574508
595574507,1026003530
595574507,1470641307
595574507,595574511
595574508,595574516
595574508,595574507
595574508,1026003324
595574508,595574515
595574511,595574507
595574511,595574515
595574511,595574515
595574514,595574470
595574514,595574516
595574514,1026003169
595574515,595574511
595574515,595574511
595574515,595574470
595574515,595574508
595574516,595574508
595574516,595574514
595574516,1026003169
595574536,1026003169
595574536,1026003450
595574536,2705219697
595691479,410516549
595691479,595691488
595691479,592262763
595691488,595691500
595691488,2115205319
595691488,595691479
595691500,595691488
595691525,595691604
595691568,2115205324
595691604,457422195
595691604,595691525
595691604,410376482
597125846,597125864
597125864,597125846
597125864,410542942
597125864,410347416
597143558,410606969
597143558,410343884
597143558,410343884
597143654,1313803616
597143654,597144159
597143654,597143732
597143732,597143654
597143990,410551999
597144159,597143654
597144159,410607557
597144159,3134749560
597144175,597144347
597144340,410608350
597144347,410551999
597144347,597144175
597144347,410607557
598483954,1215911059
598483954,410365799
598483954,746966746
598483996,598483997
598483996,410366080
598483996,1227608098
598483997,598483996
599173348,1606075221
599173348,599173363
599173360,241573959
599173360,595530930
599173360,8193303302
599173363,595530930
599173363,590036754
599173363,599173348
599510237,599510269
599510266,599510269
599510266,410581952
599510266,410607555
599510267,599510269
599510268,599510269
599510269,599510267
599510269,599510266
599510269,599510268
599510269,599510237
599510368,410580150
599510544,410553109
599510544,410553108
599510544,410580150
600034320,1243140405
600034893,1243140405
600406628,2935255272
600674375,453025585
600674375,1453435729
600674375,411705403
600674375,453025601
601472970,305553636
601472971,601472970
601472971,584605009
602950926,602951410
602950926,2935255272
602950926,410549889
602950933,602951430
602950933,410549889
602950933,410555297
602951410,602950926
602951410,602951465
602951410,602951429
602951410,410552468
602951429,602951410
602951429,602951430
602951429,602951503
602951430,602950933
602951430,602951429
602951430,410556394
602951465,602951410
602951465,602951709
602951465,410556392
602951465,410553407
602951503,602951429
602951709,602951465
602951709,410581021
602951709,410556390
602997968,410617859
602997968,2243970489
602997968,602999010
602999010,602997968
604316056,5726445994
604316056,594879597
604316056,410821485
604316058,410821485
605219250,605219253
605219250,2420565803
605219250,3069733702
605219253,241863230
605219253,605219250
605219253,1254151671
607973179,622362243
607973179,1210428365
607973179,2149942224
607973184,1210428365
607973184,1441883174
607973184,607973191
607973188,479014963
607973188,353837267
607973188,1868201845
607973191,1210428365
607973191,607973184
607973191,622362243
608985072,345586228
608985072,259826161
608985072,1634956767
608985073,608985072
608985073,345586228
608985073,1081918413
608985074,259826161
608985074,474385115
608985074,608985152
608985121,5724175538
608985152,663521794
608985152,608985074
608985152,8754888365
610221048,500683903
610221048,305553639
610221048,345586228
610221106,773452138
610221106,621219569
610221106,312978503
610221106,312978501
612933705,410673831
612933705,410718652
612933705,410710481
612933706,410500790
612933706,410500789
612933706,452951948
612933706,410504214
612933707,392208789
612933707,453025669
612933707,1969399248
612933736,1818469704
612933736,612933738
612933736,410801519
612933737,410798603
612933737,410798601
612933737,410798712
612933738,612933736
612933738,3096925260
612933738,410798603
612933738,410798700
612933745,717374757
612933745,2291021928
612933745,1212923271
612933746,410582518
612933746,410605725
612933746,3056762927
612933746,410581953
612933748,449786252
612933748,449786247
612933748,929841685
612933748,410595816
612933750,6948613075
612933750,453025657
612933750,472791452
612933750,2496924562
612933758,2491860518
612933758,1255746868
612933758,453025604
612933761,410996661
612933761,410996660
612933761,474622874
612933761,474622876
612933763,411023673
612933763,411691822
612933763,612933765
612933765,453025691
612933765,411025582
612933765,612933763
612933765,411025584
612933767,411025586
612933767,453025641
612933770,410992752
612933770,4215037996
612933770,1395823090
612933771,7536200462
612933771,411025593
612933771,1246523861
612933771,410231056
612933780,410809653
612933780,410809653
612933786,537521196
612933786,612933788
612933786,612933791
612933788,1371490762
612933788,612933786
612933791,410806252
612933791,410804866
612933791,612933786
612933791,678991724
612933793,696427718
612933793,678991726
612933793,3297988631
612933793,696427708
612933798,410804348
612933798,612933801
612933798,671849737
612933801,1141787020
612933801,1557793027
612933801,1248534620
612933801,612933798
612933802,1694195401
612933802,1324677677
612933802,986316103
612933804,5211524953
612933804,410382164
612933804,612933807
612933807,2344157037
612933807,410382618
612933807,612933804
612933809,410383133
612933809,410382224
612933809,410385589
615136900,472791460
615136900,472791448
615136900,472791447
615443295,1735508165
615443295,615443299
615443295,622362124
615443299,615443295
615443299,1223047654
615443299,621772921
615443331,1655544747
615443331,480793611
